features,ml,acc,ci,set,AOI_setting
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",XGBClassifier,0.475,"(0.43758081778549585, 0.5124191822145041)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",ensemble,0.4816666666666666,"(0.44409428347487534, 0.5192390498584578)",set_1,Title_para
"('Difficulty_1',)",randomForest,0.4766666666666666,"(0.4390575493553177, 0.5142757839780155)",set_1,Title_para
"('Difficulty_1',)",kNeigh,0.5299999999999999,"(0.4919935099450161, 0.5680064900549837)",set_1,Title_para
"('Difficulty_1',)",svc,0.4716666666666666,"(0.4426704611760153, 0.500662872157318)",set_1,Title_para
"('Difficulty_1',)",logistic,0.4716666666666666,"(0.4343420745261147, 0.5089912588072185)",set_1,Title_para
"('Difficulty_1',)",logisticCV,0.475,"(0.43908724253859405, 0.510912757461406)",set_1,Title_para
"('Difficulty_1',)",XGBClassifier,0.4599999999999999,"(0.42355442624097095, 0.49644557375902887)",set_1,Title_para
"('Difficulty_1',)",ensemble,0.495,"(0.45668232611626214, 0.5333176738837379)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",randomForest,0.4850000000000001,"(0.4485620047014217, 0.5214379952985785)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",kNeigh,0.5266666666666666,"(0.4831479192338446, 0.5701854140994886)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",svc,0.4799999999999999,"(0.44943652049646665, 0.5105634795035332)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",logistic,0.4849999999999999,"(0.4482600855852477, 0.5217399144147521)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",logisticCV,0.48,"(0.4429054926458798, 0.5170945073541201)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",XGBClassifier,0.47,"(0.4376456384784709, 0.502354361521529)",set_1,Title_para
"(' AOI Name', 'Difficulty_1')",ensemble,0.5033333333333333,"(0.46373259317213766, 0.5429340734945289)",set_1,Title_para
"('Text ID', 'Difficulty_1')",randomForest,0.5016666666666667,"(0.463918285713237, 0.5394150476200964)",set_1,Title_para
"('Text ID', 'Difficulty_1')",kNeigh,0.5366666666666666,"(0.4963471611283147, 0.5769861722050186)",set_1,Title_para
"('Text ID', 'Difficulty_1')",svc,0.5033333333333334,"(0.46977230794922814, 0.5368943587174386)",set_1,Title_para
"('Text ID', 'Difficulty_1')",logistic,0.535,"(0.4950341147823144, 0.5749658852176857)",set_1,Title_para
"('Text ID', 'Difficulty_1')",logisticCV,0.54,"(0.5006398939932092, 0.5793601060067909)",set_1,Title_para
"('Text ID', 'Difficulty_1')",XGBClassifier,0.4883333333333333,"(0.45534499292515296, 0.5213216737415137)",set_1,Title_para
"('Text ID', 'Difficulty_1')",ensemble,0.5383333333333333,"(0.5010679819128283, 0.5755986847538384)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",randomForest,0.5016666666666666,"(0.4654110296499935, 0.5379223036833397)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",kNeigh,0.4866666666666666,"(0.4482841805685657, 0.5250491527647676)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",svc,0.4816666666666666,"(0.44652504604214216, 0.5168082872911911)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",logistic,0.495,"(0.46128298672036616, 0.5287170132796338)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",logisticCV,0.485,"(0.4520652828566248, 0.5179347171433751)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",XGBClassifier,0.4866666666666666,"(0.45159269724480305, 0.5217406360885302)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Difficulty_1')",ensemble,0.5116666666666667,"(0.47226868944458, 0.5510646438887534)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",randomForest,0.44666666666666666,"(0.40939390500698636, 0.48393942832634695)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",kNeigh,0.4666666666666667,"(0.425689483422433, 0.5076438499109005)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",svc,0.475,"(0.44299061964685066, 0.5070093803531494)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",logistic,0.4783333333333332,"(0.4402469960980305, 0.5164196705686359)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",logisticCV,0.4583333333333332,"(0.41752498963389534, 0.49914167703277107)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.44,"(0.4046624543685039, 0.475337545631496)",set_1,Title_para
"('Paragraph_Number', 'Difficulty_1')",ensemble,0.4666666666666666,"(0.42734025457902614, 0.5059930787543071)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",randomForest,0.49,"(0.45215662868086287, 0.527843371319137)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",kNeigh,0.52,"(0.48231459041627556, 0.5576854095837245)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",svc,0.4749999999999999,"(0.44163871000861954, 0.5083612899913803)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",logistic,0.49,"(0.44853507168086054, 0.5314649283191394)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",logisticCV,0.5016666666666666,"(0.4594950977867822, 0.543838235546551)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.4849999999999999,"(0.44621239914647964, 0.5237876008535203)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",ensemble,0.5233333333333332,"(0.48428317643148067, 0.5623834902351857)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",randomForest,0.4816666666666666,"(0.4412609482972108, 0.5220723850361225)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",kNeigh,0.4850000000000001,"(0.4470764380562729, 0.5229235619437272)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",svc,0.4966666666666666,"(0.4665767293687664, 0.5267566039645669)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",logistic,0.5033333333333333,"(0.4648646008091373, 0.5418020658575293)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",logisticCV,0.4983333333333333,"(0.45971699360417784, 0.5369496730624888)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.4516666666666666,"(0.4131075830142673, 0.490225750319066)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",ensemble,0.4849999999999999,"(0.4459286320971979, 0.524071367902802)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",randomForest,0.4766666666666666,"(0.43964966941823214, 0.5136836639151011)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",kNeigh,0.5099999999999999,"(0.47215662868086283, 0.547843371319137)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",svc,0.465,"(0.429421005721469, 0.500578994278531)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",logistic,0.4599999999999999,"(0.42447538294150755, 0.49552461705849227)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",logisticCV,0.4783333333333333,"(0.4426427378576563, 0.5140239288090104)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.4699999999999999,"(0.4340857045519351, 0.5059142954480648)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",ensemble,0.5083333333333333,"(0.47091415111882917, 0.5457525155478374)",set_1,Title_para
"('Answer', 'Difficulty_1')",randomForest,0.4933333333333332,"(0.4581838547402786, 0.5284828119263879)",set_1,Title_para
"('Answer', 'Difficulty_1')",kNeigh,0.5599999999999999,"(0.5210915452742305, 0.5989084547257694)",set_1,Title_para
"('Answer', 'Difficulty_1')",svc,0.49,"(0.45783741030382796, 0.5221625896961719)",set_1,Title_para
"('Answer', 'Difficulty_1')",logistic,0.4833333333333333,"(0.4438667196883933, 0.5227999469782734)",set_1,Title_para
"('Answer', 'Difficulty_1')",logisticCV,0.4816666666666666,"(0.4435107811657509, 0.5198225521675823)",set_1,Title_para
"('Answer', 'Difficulty_1')",XGBClassifier,0.5133333333333333,"(0.47611989490345275, 0.5505467717632139)",set_1,Title_para
"('Answer', 'Difficulty_1')",ensemble,0.5166666666666666,"(0.4772000530217266, 0.5561332803116067)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",randomForest,0.5,"(0.4648253877043465, 0.5351746122956533)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",kNeigh,0.525,"(0.4881759918266077, 0.5618240081733924)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",svc,0.5183333333333333,"(0.486838864103754, 0.5498278025629126)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",logistic,0.4850000000000001,"(0.44979556473847626, 0.5202044352615239)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",logisticCV,0.4866666666666666,"(0.4545521988586999, 0.5187811344746334)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",XGBClassifier,0.4933333333333334,"(0.4614813671911528, 0.525185299475514)",set_1,Title_para
"(' AOI Name', 'Answer', 'Difficulty_1')",ensemble,0.5066666666666666,"(0.4679289387615249, 0.5454043945718082)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",randomForest,0.4883333333333333,"(0.4537110911759213, 0.5229555754907455)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",kNeigh,0.5266666666666666,"(0.4826431616066427, 0.5706901717266905)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",svc,0.4866666666666666,"(0.45743331988604397, 0.5159000134472893)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",logistic,0.4866666666666667,"(0.4491575503134571, 0.5241757830198762)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",logisticCV,0.4933333333333334,"(0.45402939990548175, 0.532637266761185)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",XGBClassifier,0.475,"(0.43817599182660766, 0.5118240081733924)",set_1,Title_para
"('Text ID', 'Answer', 'Difficulty_1')",ensemble,0.4816666666666666,"(0.442651887059045, 0.5206814462742883)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",randomForest,0.4766666666666667,"(0.4408632751234873, 0.5124700582098461)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",kNeigh,0.5416666666666667,"(0.5048426584932744, 0.5784906748400591)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",svc,0.5,"(0.46676311550092364, 0.5332368844990764)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",logistic,0.445,"(0.4091858110612839, 0.48081418893871614)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",logisticCV,0.455,"(0.4201868424600563, 0.48981315753994376)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",XGBClassifier,0.4866666666666667,"(0.45524770069162646, 0.5180856326417069)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",ensemble,0.5066666666666667,"(0.47215147833289967, 0.5411818550004337)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.4566666666666666,"(0.42224763003331245, 0.4910857033000209)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5166666666666666,"(0.48010609371768265, 0.5532272396156506)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.4933333333333334,"(0.46438860551409433, 0.5222780611525724)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4683333333333333,"(0.43023539590367477, 0.5064312707629918)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.4866666666666666,"(0.44857307889593007, 0.5247602544374033)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.4700000000000001,"(0.43663705440255474, 0.5033629455974454)",set_1,Title_para
"('Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.4966666666666666,"(0.45906930036866855, 0.5342640329646647)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.4566666666666666,"(0.4194710436555505, 0.4938622896777826)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5183333333333333,"(0.4798890176522981, 0.5567776490143685)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.5016666666666667,"(0.47138824797197626, 0.5319450853613572)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4883333333333333,"(0.4521508969708248, 0.5245157696958418)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.5066666666666666,"(0.4734563823195097, 0.5398769510138235)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.4866666666666667,"(0.45190908445527395, 0.5214242488780594)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.5266666666666667,"(0.4931913319517114, 0.5601420013816221)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.43166666666666653,"(0.39522867136808826, 0.46810466196524503)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5033333333333334,"(0.457524272470957, 0.5491423941957099)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.4916666666666666,"(0.4554476114842648, 0.5278857218490685)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.49,"(0.45425837043405276, 0.5257416295659473)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.485,"(0.44736885942898336, 0.5226311405710167)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.4933333333333334,"(0.45818385474027873, 0.528482811926388)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.49,"(0.4504439181447065, 0.5295560818552935)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.4649999999999999,"(0.42644091634760056, 0.5035590836523992)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5383333333333331,"(0.5013656094830656, 0.5753010571836006)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.4900000000000001,"(0.4571576524040607, 0.5228423475959394)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4950000000000001,"(0.4619447528393629, 0.5280552471606371)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.5150000000000001,"(0.4782600855852479, 0.5517399144147523)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.5,"(0.46514086145175937, 0.5348591385482406)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.4966666666666667,"(0.46410808875914344, 0.52922524457419)",set_1,Title_para
(),randomForest,0.75,"(0.7146687071413799, 0.7853312928586201)",set_2,Title_para
(),kNeigh,0.8016666666666667,"(0.7672235669440084, 0.8361097663893251)",set_2,Title_para
(),svc,0.7049999999999998,"(0.6695578844092349, 0.7404421155907648)",set_2,Title_para
(),logistic,0.5449999999999999,"(0.5068556970706498, 0.58314430292935)",set_2,Title_para
(),logisticCV,0.56,"(0.5228340883308017, 0.5971659116691984)",set_2,Title_para
(),XGBClassifier,0.7216666666666669,"(0.6867901029043672, 0.7565432304289667)",set_2,Title_para
(),ensemble,0.7116666666666666,"(0.6768535091267228, 0.7464798242066103)",set_2,Title_para
"(' AOI Name',)",randomForest,0.7516666666666667,"(0.7206671463752303, 0.7826661869581031)",set_2,Title_para
"(' AOI Name',)",kNeigh,0.7449999999999999,"(0.7116122301632033, 0.7783877698367965)",set_2,Title_para
"(' AOI Name',)",svc,0.6566666666666667,"(0.6266355275437544, 0.6866978057895791)",set_2,Title_para
"(' AOI Name',)",logistic,0.5349999999999999,"(0.4994210057214689, 0.5705789942785309)",set_2,Title_para
"(' AOI Name',)",logisticCV,0.5316666666666666,"(0.49787111224220437, 0.5654622210911289)",set_2,Title_para
"(' AOI Name',)",XGBClassifier,0.7233333333333333,"(0.6924319666872195, 0.754234699979447)",set_2,Title_para
"(' AOI Name',)",ensemble,0.6733333333333333,"(0.6375608094496066, 0.7091058572170601)",set_2,Title_para
"('Text ID',)",randomForest,0.7399999999999999,"(0.7053570245266799, 0.7746429754733198)",set_2,Title_para
"('Text ID',)",kNeigh,0.7783333333333331,"(0.7434567695710333, 0.8132098970956328)",set_2,Title_para
"('Text ID',)",svc,0.69,"(0.6557740771216651, 0.7242259228783348)",set_2,Title_para
"('Text ID',)",logistic,0.555,"(0.5140079921671086, 0.5959920078328915)",set_2,Title_para
"('Text ID',)",logisticCV,0.5266666666666666,"(0.48914577166146217, 0.5641875616718711)",set_2,Title_para
"('Text ID',)",XGBClassifier,0.7033333333333333,"(0.6679770360180386, 0.7386896306486279)",set_2,Title_para
"('Text ID',)",ensemble,0.705,"(0.6668556970706498, 0.7431443029293501)",set_2,Title_para
"(' AOI Name', 'Text ID')",randomForest,0.7900000000000001,"(0.7562289700613088, 0.8237710299386914)",set_2,Title_para
"(' AOI Name', 'Text ID')",kNeigh,0.775,"(0.7413092077903609, 0.8086907922096391)",set_2,Title_para
"(' AOI Name', 'Text ID')",svc,0.7116666666666667,"(0.6765376224478861, 0.7467957108854473)",set_2,Title_para
"(' AOI Name', 'Text ID')",logistic,0.5916666666666667,"(0.5600042817159324, 0.6233290516174009)",set_2,Title_para
"(' AOI Name', 'Text ID')",logisticCV,0.5933333333333334,"(0.5613429399151171, 0.6253237267515497)",set_2,Title_para
"(' AOI Name', 'Text ID')",XGBClassifier,0.7583333333333332,"(0.7236728239720244, 0.792993842694642)",set_2,Title_para
"(' AOI Name', 'Text ID')",ensemble,0.7200000000000002,"(0.6854976164110009, 0.7545023835889995)",set_2,Title_para
"('Paragraph_Number',)",randomForest,0.7966666666666665,"(0.7629087237387122, 0.8304246095946208)",set_2,Title_para
"('Paragraph_Number',)",kNeigh,0.775,"(0.7409828971025283, 0.8090171028974718)",set_2,Title_para
"('Paragraph_Number',)",svc,0.6899999999999998,"(0.6584617166243795, 0.7215382833756202)",set_2,Title_para
"('Paragraph_Number',)",logistic,0.5233333333333333,"(0.48572421602198435, 0.5609424506446823)",set_2,Title_para
"('Paragraph_Number',)",logisticCV,0.5149999999999999,"(0.4767862543013143, 0.5532137456986855)",set_2,Title_para
"('Paragraph_Number',)",XGBClassifier,0.7233333333333334,"(0.6862566985446228, 0.760409968122044)",set_2,Title_para
"('Paragraph_Number',)",ensemble,0.695,"(0.6598081186963547, 0.7301918813036452)",set_2,Title_para
